ID,Username,Email,First Name,Last Name,Enabled,Roles,Location
d9b5034b-8be5-441b-9218-03141b737d27,user0,user0@example.com,user0,user01,true,Admin; cashier; ,[Brazil]
a39d8709-7f66-4cbd-8098-09ac806b21c9,user1,user1@example.com,user1,user11,true,branch_manager; ,[Mons]
b75bff36-47fd-42d6-9512-753a895cfe89,user1013,user1013@example.com,user1013,user10131,true,Manager; ,[Brussels]
1f1919fc-3b5e-40a7-a04b-9910dff5ee69,user1014,user1014@example.com,user1014,user10141,true,cashier; ,[Brussels]
09546fb1-ba21-4972-a928-0e8006e65272,user1015,user1015@example.com,user1015,user10151,true,branch_manager; ,[Brazil]
0d1e7964-c56e-4898-a303-9168b6428e59,user1016,user1016@example.com,user1016,user10161,true,Manager; ,[Brazil]
9a127a19-55d8-4d48-8584-0136e2bfb348,user1017,user1017@example.com,user1017,user10171,true,cashier; ,[New_York]
d3f2d787-630d-41f7-a809-95fe6e1107f4,user1018,user1018@example.com,user1018,user10181,true,Admin; ,[Antwerp]
e50062a7-6454-4e43-8153-ac90925374d9,user1019,user1019@example.com,user1019,user10191,true,uma_protection; ,[Brazil]
bce8ac34-0fb3-4621-aab7-0245a9792f39,user102,user102@example.com,user102,user1021,true,cashier; ,[Antwerp]
08256c95-0ebb-4d3f-9d2e-c40807deb017,user1020,user1020@example.com,user1020,user10201,true,Admin; ,[Brazil]
caf36c3b-a9d8-4f68-a066-d7470c64ef73,user1021,user1021@example.com,user1021,user10211,true,Manager; ,[Antwerp]
da26b0de-4d3f-4964-bb04-32715f61dbca,user1022,user1022@example.com,user1022,user10221,true,Admin; ,[USA]
327e69c1-208f-41bf-8a01-0400c4670862,user1023,user1023@example.com,user1023,user10231,true,cashier; ,[Brazil]
7fd20e1d-d269-4114-ae75-14ab35d6df5b,user1024,user1024@example.com,user1024,user10241,true,Manager; ,[USA]
30fbe6dd-0de5-4109-88c6-1355a9c5e6f3,user1025,user1025@example.com,user1025,user10251,true,Manager; ,[New_York]
9db761e4-8072-43e6-907c-d8db6f43f248,user1026,user1026@example.com,user1026,user10261,true,cashier; ,[Antwerp]
eb012d86-01e6-4bec-910f-943f8c319948,user1027,user1027@example.com,user1027,user10271,true,cashier; ,[Paris]
af905517-3046-41a3-bfb1-40fd161c9e4a,user1028,user1028@example.com,user1028,user10281,true,Manager; ,[Mons]
ef9b7d51-c37c-48d9-a6d5-d04735c9b3df,user1029,user1029@example.com,user1029,user10291,true,branch_manager; ,[Mons]
dceee4c9-b305-45b7-ace4-04db7a938549,user103,user103@example.com,user103,user1031,true,uma_protection; ,[Paris]
d9362a7f-078c-40ce-aea0-c264e8f27dd5,user1030,user1030@example.com,user1030,user10301,true,uma_protection; ,[Brazil]
b7f6a497-8009-45fc-bbc7-bf6e7a3606f7,user1031,user1031@example.com,user1031,user10311,true,Manager; ,[USA]
363d2e40-b32d-4100-b46c-7208785a86db,user1032,user1032@example.com,user1032,user10321,true,cashier; ,[Antwerp]
6fc29eaf-fa8b-4730-a47e-43e2d41c682d,user1033,user1033@example.com,user1033,user10331,true,Admin; ,[Paris]
bc60181b-b504-4522-a84e-9a5fbf06fd0e,user1034,user1034@example.com,user1034,user10341,true,Admin; ,[Antwerp]
8d5438d7-2930-49f4-9823-681e52ff7527,user1035,user1035@example.com,user1035,user10351,true,branch_manager; ,[Mons]
e81d3cdf-e3b5-445b-8944-701a133dcedb,user1036,user1036@example.com,user1036,user10361,true,Admin; ,[Brussels]
d4928426-f02f-4d69-b5f1-9c6b0410f0c8,user1037,user1037@example.com,user1037,user10371,true,uma_protection; ,[Brazil]
c97c75bc-94ab-437f-9ff7-763f61403be4,user1038,user1038@example.com,user1038,user10381,true,cashier; ,[USA]
36c397bd-f215-46b5-b22a-452ad7b4585f,user1039,user1039@example.com,user1039,user10391,true,cashier; ,[USA]
e31c3093-f7af-4d62-a297-3ce19499072a,user104,user104@example.com,user104,user1041,true,branch_manager; ,[Brussels]
a7a9edca-3b1e-45e2-a611-6b0cf8f8cc10,user1040,user1040@example.com,user1040,user10401,true,uma_protection; ,[Brussels]
7533e2ae-c5f8-4874-9b62-5fa4ba373135,user1041,user1041@example.com,user1041,user10411,true,cashier; ,[Antwerp]
dc4355be-2de7-461a-ab76-77c7c670e464,user1042,user1042@example.com,user1042,user10421,true,cashier; ,[New_York]
309215fc-a03c-42bd-97f6-30a1380997d9,user1043,user1043@example.com,user1043,user10431,true,Manager; ,[New_York]
206f93c3-9d4a-42bc-aaac-1c31dffa4121,user1044,user1044@example.com,user1044,user10441,true,branch_manager; ,[Paris]
dc449a59-1369-4922-9d56-686e2ed3d775,user1045,user1045@example.com,user1045,user10451,true,uma_protection; ,[Mons]
f912487c-1166-4437-8f8a-70ccb86fb363,user1046,user1046@example.com,user1046,user10461,true,Manager; ,[Brussels]
644413ba-e351-40a4-8d30-1dd290ee0d69,user1047,user1047@example.com,user1047,user10471,true,cashier; ,[Brussels]
c8d5eebf-db1a-4048-bedb-dc229e26447d,user1048,user1048@example.com,user1048,user10481,true,branch_manager; ,[New_York]
3f847e77-2c3a-49a5-8a95-039959d4d07f,user1049,user1049@example.com,user1049,user10491,true,Admin; ,[Mons]
b519ead0-0472-46e4-afa8-6b757f1dda7b,user105,user105@example.com,user105,user1051,true,branch_manager; ,[Brazil]
7ad72ff7-4027-4e6d-8fad-9485e1df34bd,user1050,user1050@example.com,user1050,user10501,true,Manager; ,[New_York]
001acccf-5538-4a2e-b0bb-d676b245cb96,user1051,user1051@example.com,user1051,user10511,true,Admin; ,[Mons]
f27b3f9f-d72d-4e5e-9e19-3a792b051882,user1052,user1052@example.com,user1052,user10521,true,branch_manager; ,[USA]
03b95632-4b13-4a4f-84bc-57010d68d53b,user1053,user1053@example.com,user1053,user10531,true,Admin; ,[USA]
19e1f9cb-6f57-4fba-8e69-c9f86eeebaf5,user1054,user1054@example.com,user1054,user10541,true,branch_manager; ,[Paris]
45f9cf1e-9a26-42ab-a712-5d203f8778d0,user1055,user1055@example.com,user1055,user10551,true,uma_protection; ,[USA]
a584d515-2093-498e-9013-fb64c7378cbe,user1056,user1056@example.com,user1056,user10561,true,cashier; ,[New_York]
10e10cb8-473f-48fa-85bf-a25bc00901f4,user1057,user1057@example.com,user1057,user10571,true,branch_manager; ,[Paris]
3fbfe552-98af-4e40-8b8a-0394bdcff092,user1058,user1058@example.com,user1058,user10581,true,branch_manager; ,[Brussels]
cab6bcef-6be7-41fe-8a9c-3635a6df0d49,user1059,user1059@example.com,user1059,user10591,true,Manager; ,[USA]
fed025f6-f1be-43fc-b535-5d729ebb9789,user106,user106@example.com,user106,user1061,true,Admin; ,[Namur]
278aa883-5896-4c51-a6de-5695fd9472fe,user1060,user1060@example.com,user1060,user10601,true,Manager; ,[Mons]
5376158d-ac2c-4b01-9e89-7d5fdcbc6d5f,user1061,user1061@example.com,user1061,user10611,true,branch_manager; ,[Mons]
596b42de-e8c5-4409-9bcc-f9358f9183d7,user1062,user1062@example.com,user1062,user10621,true,cashier; ,[USA]
e0a31bfe-9f3c-406c-b744-06b88b02d98c,user1063,user1063@example.com,user1063,user10631,true,uma_protection; ,[Antwerp]
bc1d251b-2e06-440d-b651-492d5f13023e,user1064,user1064@example.com,user1064,user10641,true,Admin; ,[Antwerp]
c1c4d8d6-a71d-4ae8-bd3a-d574f90b40f4,user1065,user1065@example.com,user1065,user10651,true,Manager; ,[New_York]
47d6272f-9213-4934-8d63-05a5be0116a6,user1066,user1066@example.com,user1066,user10661,true,Manager; ,[New_York]
1d53e996-d441-4637-85d2-ad61a59aa39a,user1067,user1067@example.com,user1067,user10671,true,uma_protection; ,[USA]
87adba4d-a69c-4a77-8cc5-d6e7c1abfcd8,user1068,user1068@example.com,user1068,user10681,true,Manager; ,[USA]
ab7cddac-d04f-4530-b0d9-a9822cd66f6d,user1069,user1069@example.com,user1069,user10691,true,cashier; ,[Paris]
810043f9-9515-4cda-a090-e8f66a87c4bf,user107,user107@example.com,user107,user1071,true,cashier; ,[Namur]
73f66996-2fe5-48c5-9de4-8945bd14cf36,user1070,user1070@example.com,user1070,user10701,true,branch_manager; ,[Namur]
f8e06e37-b902-4147-8669-aebac8e8879b,user1071,user1071@example.com,user1071,user10711,true,cashier; ,[USA]
f757135c-5538-4d6a-9353-c45b5d3ce4e3,user1072,user1072@example.com,user1072,user10721,true,cashier; ,[Namur]
9bf8ed02-b332-43e3-b60b-e784bee48f64,user1073,user1073@example.com,user1073,user10731,true,cashier; ,[Paris]
8ab0d94f-fcf9-4c80-ab77-f6ae3c19867e,user1074,user1074@example.com,user1074,user10741,true,cashier; ,[Antwerp]
afdd1842-c0b7-4aef-be2b-8f96fa7f568a,user1075,user1075@example.com,user1075,user10751,true,cashier; ,[Antwerp]
816dd5e6-4c42-44ee-852a-1b71259ade2f,user1076,user1076@example.com,user1076,user10761,true,uma_protection; ,[Namur]
1ffb98c6-dc8a-46d6-a3c8-a44f7f07505e,user1077,user1077@example.com,user1077,user10771,true,Manager; ,[Antwerp]
f80f229a-abc2-44a0-aa9a-ae52c56628aa,user1078,user1078@example.com,user1078,user10781,true,cashier; ,[Antwerp]
af47b9ea-76ad-4c2b-b243-665f400d63c2,user1079,user1079@example.com,user1079,user10791,true,cashier; ,[Brazil]
68f50c07-cc17-43ac-b232-197bfe4adf04,user108,user108@example.com,user108,user1081,true,cashier; ,[USA]
050327c6-ff59-4f7c-8466-b2cc6437352a,user1080,user1080@example.com,user1080,user10801,true,Admin; ,[Namur]
a8e9b74e-35f3-4364-beba-29dfc4c05845,user1081,user1081@example.com,user1081,user10811,true,branch_manager; ,[USA]
6a6e23be-a287-45fe-bf5d-0bd97bd968cb,user1082,user1082@example.com,user1082,user10821,true,cashier; ,[Brussels]
d06fa54a-2830-4f57-9a44-4cffc6a79663,user1083,user1083@example.com,user1083,user10831,true,cashier; ,[Mons]
538df211-f14a-42b2-8f91-d4454031a9e0,user1084,user1084@example.com,user1084,user10841,true,uma_protection; ,[USA]
998525dd-fc43-4cf3-ba4e-47b1b4843a7c,user1085,user1085@example.com,user1085,user10851,true,Manager; ,[Mons]
09a2cebe-715d-425c-ac95-45244ed1f497,user1086,user1086@example.com,user1086,user10861,true,uma_protection; ,[Mons]
3a7fe845-7992-4c58-bc7d-d30e660649d6,user1087,user1087@example.com,user1087,user10871,true,cashier; ,[Namur]
753d8939-e2be-4242-ac5a-1981296efc69,user1088,user1088@example.com,user1088,user10881,true,uma_protection; ,[Mons]
828ce513-b1c5-49b8-acbd-ddf774c44f2e,user1089,user1089@example.com,user1089,user10891,true,cashier; ,[Paris]
29bb50f0-d238-4adb-bea1-252c92d217cd,user109,user109@example.com,user109,user1091,true,uma_protection; ,[Brazil]
c8946678-9fe1-4722-a433-c0f858c36fd3,user1090,user1090@example.com,user1090,user10901,true,Manager; ,[USA]
5f4de5cb-cdd4-4de1-80f2-9a01d700ff13,user1091,user1091@example.com,user1091,user10911,true,cashier; ,[Brazil]
36a6040e-9c70-4879-9bc4-aa5cea896cda,user1092,user1092@example.com,user1092,user10921,true,cashier; ,[Namur]
c47ab224-7980-4e2c-807e-cc1c545f469d,user1093,user1093@example.com,user1093,user10931,true,uma_protection; ,[Antwerp]
3bf99f45-ec24-4382-ad25-825d0f434b72,user1094,user1094@example.com,user1094,user10941,true,Manager; ,[Mons]
d1888b71-3972-4b03-b877-61ad1c01d3c9,user1095,user1095@example.com,user1095,user10951,true,branch_manager; ,[Brussels]
13d79d39-5ad5-4be7-be6f-8bd4a7f5b8ab,user1096,user1096@example.com,user1096,user10961,true,Manager; ,[USA]
698fd4e5-385b-49ef-bd11-b844f3840b41,user1097,user1097@example.com,user1097,user10971,true,uma_protection; ,[Brussels]
4c4550f4-f427-4a7d-b903-5a57aca946bb,user1098,user1098@example.com,user1098,user10981,true,Manager; ,[Brussels]
18d8253c-325f-4696-9a95-ef332f309a9d,user1099,user1099@example.com,user1099,user10991,true,cashier; ,[Paris]
e5a826e7-0cc5-4a4a-8547-6f3f36412ff6,user11,user11@example.com,user11,user111,true,uma_protection; ,[USA]
74bebffa-a764-49cd-b4f8-15a6f4e93da8,user110,user110@example.com,user110,user1101,true,uma_protection; ,[New_York]
0accd7c9-590d-4f7a-a43e-bfdf832937a4,user1100,user1100@example.com,user1100,user11001,true,Manager; ,[New_York]
cbf07ef0-ecdb-4ede-bd0c-511708c619e1,user1101,user1101@example.com,user1101,user11011,true,branch_manager; ,[Namur]
54e02726-8052-4602-903a-1ef583f0ec1f,user1102,user1102@example.com,user1102,user11021,true,Admin; ,[Antwerp]
6c57f67b-a149-4a1b-88bc-13734f0079c2,user1103,user1103@example.com,user1103,user11031,true,branch_manager; ,[New_York]
c68950a9-88be-4922-a3eb-6e49b61a1b26,user1104,user1104@example.com,user1104,user11041,true,Manager; ,[New_York]
e9002c69-eeed-4181-95a8-4287e45467c6,user1105,user1105@example.com,user1105,user11051,true,cashier; ,[Brazil]
daf3f980-a8bf-4ec9-bafb-450737f23db9,user1106,user1106@example.com,user1106,user11061,true,Admin; ,[Brazil]
8fa96b7b-5cc5-44a3-9066-b9e4743588a0,user1107,user1107@example.com,user1107,user11071,true,branch_manager; ,[Antwerp]
d7a1fcbf-84a7-44ff-a908-7c812064d56b,user1108,user1108@example.com,user1108,user11081,true,uma_protection; ,[Brussels]
8e515bd6-6880-46f2-a5ee-ed78a832e345,user1109,user1109@example.com,user1109,user11091,true,Manager; ,[Antwerp]
95e48848-9fbb-4c68-8146-a9c0f54993cf,user111,user111@example.com,user111,user1111,true,Admin; ,[New_York]
cccd1b64-26a7-4554-8947-e9e8cd7fffc7,user1110,user1110@example.com,user1110,user11101,true,Manager; ,[USA]
d79e04a0-e275-417d-ab5e-268fc1d9f602,user1111,user1111@example.com,user1111,user11111,true,branch_manager; ,[Antwerp]
524ff85e-9474-4428-90c9-7c166850409e,user1112,user1112@example.com,user1112,user11121,true,branch_manager; ,[Paris]
f6b188a9-0b33-4bf7-9eae-61dee68ebd7e,user1113,user1113@example.com,user1113,user11131,true,cashier; ,[Antwerp]
8f99c983-c391-4325-9531-6f607bf5543e,user1114,user1114@example.com,user1114,user11141,true,uma_protection; ,[Namur]
5f01f6d0-cc87-4a7d-9983-c59ee4d6bcac,user1115,user1115@example.com,user1115,user11151,true,cashier; ,[Paris]
217b7c7e-423c-4b26-bb5c-328371c039ea,user1116,user1116@example.com,user1116,user11161,true,Manager; ,[New_York]
e74a970a-861e-4939-84c2-08966136e398,user1117,user1117@example.com,user1117,user11171,true,Manager; ,[Brussels]
38b479d7-f5fd-4959-b1d2-1c5ad76b4e39,user1118,user1118@example.com,user1118,user11181,true,uma_protection; ,[New_York]
a642496d-9936-429e-b052-2c613a31d4c0,user1119,user1119@example.com,user1119,user11191,true,Admin; ,[Mons]
95c4adcd-d06e-40fb-bd99-4cdc1cf58ba7,user112,user112@example.com,user112,user1121,true,cashier; ,[Brazil]
cf9a37bc-b986-4885-a3b5-7c27c9d8c3e3,user1120,user1120@example.com,user1120,user11201,true,branch_manager; ,[Namur]
31bc103a-987e-4863-9c04-0a1d7a4c1ade,user1121,user1121@example.com,user1121,user11211,true,Manager; ,[New_York]
0acea49f-8992-4e59-8259-2433d66c7dcc,user1122,user1122@example.com,user1122,user11221,true,uma_protection; ,[New_York]
2d545a6f-0cfe-4696-a4cd-b023a9601b27,user1123,user1123@example.com,user1123,user11231,true,cashier; ,[Mons]
fc5970c2-12f2-45f5-b60c-3ad22da95d73,user1124,user1124@example.com,user1124,user11241,true,Admin; ,[Mons]
28ded5a8-b656-4d2f-a4bc-53e3a76dfaea,user1125,user1125@example.com,user1125,user11251,true,Admin; ,[New_York]
5323ca2d-21a8-4c90-9b9d-882b3bdb500c,user1126,user1126@example.com,user1126,user11261,true,branch_manager; ,[Paris]
f5973803-812a-42d3-8c78-f06f27d0abb2,user1127,user1127@example.com,user1127,user11271,true,cashier; ,[Mons]
7aa844cb-5d47-4fc7-be50-7b81e8b88d76,user1128,user1128@example.com,user1128,user11281,true,uma_protection; ,[Brazil]
2c8b25bc-4cee-4a5b-b91a-5420549ba9bc,user1129,user1129@example.com,user1129,user11291,true,Manager; ,[New_York]
d5cd3d9f-989d-45b1-81fa-70caf10243e2,user113,user113@example.com,user113,user1131,true,Manager; ,[Antwerp]
29f97cb7-303a-4479-977b-31fb92809827,user1130,user1130@example.com,user1130,user11301,true,Admin; ,[Namur]
a116c2f3-52d6-423e-891c-a7b041fc9bd2,user1131,user1131@example.com,user1131,user11311,true,branch_manager; ,[Antwerp]
c1214d1e-1dcd-4bb6-8736-f9f64ff22faf,user1132,user1132@example.com,user1132,user11321,true,branch_manager; ,[Mons]
7e253275-7324-4320-b840-7953d26806a6,user1133,user1133@example.com,user1133,user11331,true,uma_protection; ,[Paris]
332aa0fa-98dd-4300-8fd8-001a022cb768,user1134,user1134@example.com,user1134,user11341,true,uma_protection; ,[Brussels]
1f98cb16-ea36-4eb5-987b-427debb03301,user1135,user1135@example.com,user1135,user11351,true,branch_manager; ,[Paris]
d1d52aca-b9d3-4ae0-83ae-8a3b3924efce,user1136,user1136@example.com,user1136,user11361,true,branch_manager; ,[USA]
e8a1f0c5-c8d5-4b75-a2bf-08d9ce22a57a,user1137,user1137@example.com,user1137,user11371,true,branch_manager; ,[Paris]
b63cd7a1-881d-4b52-9fb0-f8ff480c2e62,user1138,user1138@example.com,user1138,user11381,true,cashier; ,[Mons]
56b8a6a2-ae59-4820-b1bb-12dbb9d269d6,user1139,user1139@example.com,user1139,user11391,true,Manager; ,[New_York]
8358191d-8027-42b8-a942-8c9feb7ca287,user114,user114@example.com,user114,user1141,true,Admin; ,[Namur]
9922724c-08fd-45e7-9fdf-94848c52bc0a,user1140,user1140@example.com,user1140,user11401,true,Manager; ,[USA]
304c3f82-af19-4fbf-a501-b163697bd985,user1141,user1141@example.com,user1141,user11411,true,uma_protection; ,[Namur]
45094e48-bf5d-4aa3-8401-9b8b960b28fd,user1142,user1142@example.com,user1142,user11421,true,cashier; ,[Paris]
9ffc0037-87cf-44be-b1ae-e73416dbaf9c,user1143,user1143@example.com,user1143,user11431,true,cashier; ,[Brazil]
d99bdc0d-4bf5-4228-939b-2eca50b0c32f,user1144,user1144@example.com,user1144,user11441,true,uma_protection; ,[Mons]
5d270a60-419a-4c0f-bdb5-c77ae86db517,user1145,user1145@example.com,user1145,user11451,true,cashier; ,[Brussels]
2e28028c-3c44-4e30-9c2c-cae0ae00c5ba,user1146,user1146@example.com,user1146,user11461,true,uma_protection; ,[New_York]
b164f314-77d9-4a22-b1f0-3d8d9474e4f1,user1147,user1147@example.com,user1147,user11471,true,branch_manager; ,[Mons]
e14a4697-d519-4b1b-93b0-8ece1818b9c5,user1148,user1148@example.com,user1148,user11481,true,cashier; ,[Paris]
08bf0f1b-fb0c-40f3-9f47-e1e929421914,user1149,user1149@example.com,user1149,user11491,true,Admin; ,[New_York]
c775c88c-d55c-46ca-918f-df0054143865,user115,user115@example.com,user115,user1151,true,Admin; ,[Namur]
1e3aa86c-a18d-45fe-b3e7-6907ea6dbeb2,user1150,user1150@example.com,user1150,user11501,true,Admin; ,[New_York]
c9be282b-812d-4adc-9de8-d615ca7d5631,user1151,user1151@example.com,user1151,user11511,true,Manager; ,[New_York]
651873e5-6f30-4352-9546-6734af7acf23,user1152,user1152@example.com,user1152,user11521,true,uma_protection; ,[USA]
65afe3da-d490-41d2-b8bd-cf47b4e020dc,user1153,user1153@example.com,user1153,user11531,true,uma_protection; ,[Namur]
3df73716-e2d0-4f51-a829-4b66fb3f142e,user1154,user1154@example.com,user1154,user11541,true,cashier; ,[Brazil]
5242cee3-7a7c-4e26-b5c1-50b74a846b54,user1155,user1155@example.com,user1155,user11551,true,Admin; ,[Brussels]
285ad789-64e2-46b5-9d5b-0e57a0de78dc,user1156,user1156@example.com,user1156,user11561,true,Manager; ,[New_York]
0fac1be3-d777-4fe1-93f6-5faa6c814251,user1157,user1157@example.com,user1157,user11571,true,cashier; ,[Brussels]
5ea7315f-1017-41ab-9adc-d868c990a5fe,user1158,user1158@example.com,user1158,user11581,true,uma_protection; ,[Paris]
9cccc898-63cb-47f9-a3ab-1c41508fcde5,user1159,user1159@example.com,user1159,user11591,true,cashier; ,[Paris]
15ccbe18-f756-4214-a5d4-16eb2923f941,user116,user116@example.com,user116,user1161,true,uma_protection; ,[Brazil]
7c21763f-6bb6-4f0c-9275-76243e490003,user1160,user1160@example.com,user1160,user11601,true,Manager; ,[Paris]
f885f88b-ece0-4212-839f-55941f918a5f,user1161,user1161@example.com,user1161,user11611,true,cashier; ,[Brussels]
f684b6b7-ff07-4feb-9f83-00133ff709f8,user1162,user1162@example.com,user1162,user11621,true,Admin; ,[Mons]
c85c5705-4311-425d-845c-ce1ec7d34537,user1163,user1163@example.com,user1163,user11631,true,uma_protection; ,[Mons]
372d12cc-ab5f-40a1-8f50-5ce2ada680f7,user1164,user1164@example.com,user1164,user11641,true,uma_protection; ,[Brazil]
5a66861b-ecfb-4c9f-9027-b6ff49fe051a,user1165,user1165@example.com,user1165,user11651,true,cashier; ,[Brussels]
03d3ce34-8662-4efb-bb89-d911129c932c,user1166,user1166@example.com,user1166,user11661,true,branch_manager; ,[Brazil]
17c20c72-a090-4f51-801c-944487634f14,user1167,user1167@example.com,user1167,user11671,true,branch_manager; ,[Namur]
5fc88cd0-b3f9-491f-81d4-e2200f7827e2,user1168,user1168@example.com,user1168,user11681,true,Admin; ,[Namur]
5344c78c-a81d-4dbf-9a06-fec14146b8d2,user1169,user1169@example.com,user1169,user11691,true,Admin; ,[USA]
0b02fd6f-857c-4acc-a8cf-2416574cf95d,user117,user117@example.com,user117,user1171,true,cashier; ,[Paris]
5bd3f9c0-d7b2-4415-8bf8-45769dab4d76,user1170,user1170@example.com,user1170,user11701,true,branch_manager; ,[USA]
3c3f8115-1083-4fec-a50e-a46ad581e231,user1171,user1171@example.com,user1171,user11711,true,uma_protection; ,[Brussels]
5dd44fd4-c769-4480-8514-a266afc4177f,user1172,user1172@example.com,user1172,user11721,true,branch_manager; ,[Brussels]
71871fc8-7c44-466b-89a1-349d7ee8e9c2,user1173,user1173@example.com,user1173,user11731,true,uma_protection; ,[Paris]
6700a0db-eb98-4416-be42-44e96b06619f,user1174,user1174@example.com,user1174,user11741,true,uma_protection; ,[Brussels]
4a86899e-82c8-4377-8131-69d15c3db2da,user1175,user1175@example.com,user1175,user11751,true,Manager; ,[Antwerp]
7f52f77b-cb7a-4420-9d42-07dcdf9d008d,user1176,user1176@example.com,user1176,user11761,true,branch_manager; ,[New_York]
6f11d6f4-5342-436f-98b9-d0c32e88db45,user1177,user1177@example.com,user1177,user11771,true,branch_manager; ,[Brazil]
de32bb48-cac6-4d0b-a4a9-2e0fc4b709b8,user1178,user1178@example.com,user1178,user11781,true,branch_manager; ,[New_York]
a1edbce8-4361-4a7a-b45c-4bf73021b4b3,user1179,user1179@example.com,user1179,user11791,true,branch_manager; ,[Mons]
f4d8e78a-0c81-4893-bd50-24844173dae0,user118,user118@example.com,user118,user1181,true,branch_manager; ,[Brussels]
baff4ddb-ed2f-4bdc-9ece-830a16694dc9,user1180,user1180@example.com,user1180,user11801,true,uma_protection; ,[Mons]
dfdf91ba-702a-4ddb-b262-b648b9cdc03a,user1181,user1181@example.com,user1181,user11811,true,uma_protection; ,[Brazil]
a4fcf79d-bf59-450b-a82d-d1e932bfb830,user1182,user1182@example.com,user1182,user11821,true,uma_protection; ,[Namur]
e12ef039-2a77-4d37-bbff-1688110db263,user1183,user1183@example.com,user1183,user11831,true,branch_manager; ,[Brussels]
47faaaba-d96d-45b6-ac63-38012d9a1726,user1184,user1184@example.com,user1184,user11841,true,Manager; ,[Antwerp]
0d975243-d5cf-4d00-b78b-726624695d53,user1185,user1185@example.com,user1185,user11851,true,Manager; ,[Mons]
868d7d91-1bbd-4288-842b-ee8adf3148f0,user1186,user1186@example.com,user1186,user11861,true,uma_protection; ,[Paris]
616fcb12-441d-439c-806b-0b2b4f951706,user1187,user1187@example.com,user1187,user11871,true,Manager; ,[USA]
7902bcf6-98b3-4483-80dc-ef52abdcae84,user1188,user1188@example.com,user1188,user11881,true,uma_protection; ,[New_York]
4cdb2465-8925-474e-93d0-408eede89fd1,user1189,user1189@example.com,user1189,user11891,true,branch_manager; ,[Antwerp]
3fa822f6-e1cf-46bc-aa34-41006579cc9e,user119,user119@example.com,user119,user1191,true,branch_manager; ,[Mons]
9f36a2cf-faaf-4c2d-a9f8-751a174491b9,user1190,user1190@example.com,user1190,user11901,true,uma_protection; ,[Namur]
12355cad-90d8-437d-9765-4c9356ff98b2,user1191,user1191@example.com,user1191,user11911,true,uma_protection; ,[New_York]
c8b01857-9541-4435-a3df-cd81eb279de9,user1192,user1192@example.com,user1192,user11921,true,Admin; ,[Brazil]
f1097e59-a451-4227-ac8b-9d037fc21c0d,user1193,user1193@example.com,user1193,user11931,true,Manager; ,[Paris]
3f2f7132-7eb9-4e4d-ad27-c4e84f21ee0c,user1194,user1194@example.com,user1194,user11941,true,Admin; ,[USA]
7464e806-aa3c-4ca4-973a-8c1da62a8cbe,user1195,user1195@example.com,user1195,user11951,true,uma_protection; ,[Mons]
5960b35e-a5fb-45d5-997e-4fe28d1e5cf1,user1196,user1196@example.com,user1196,user11961,true,cashier; ,[Mons]
93772df8-49b3-4cab-88bf-366d60b52ba9,user1197,user1197@example.com,user1197,user11971,true,cashier; ,[USA]
7b03e8e0-39a7-4dce-982b-a90fc2c95dcd,user1198,user1198@example.com,user1198,user11981,true,cashier; ,[Paris]
